"NQUEST"	"numcompfam"	"NCOMP"	"nord"	"SEX"	"PARENT"	"NASC"	"ANASC"	"CIT"	"ANINGR"	"MOTIV"	"STACIV"	"STUDIO"	"TIPOLAU"	"VOTOEDU"	"SUEDU"	"SELODE"	"ANNOEDU"	"TIPODIP"	"UNIVER"	"PRESNORD"	"NORDP"	"MOTENT"	"ANNOENUS"	"B01"	"APQUAL2"	"ASNONOC2"	"NACE2"	"NESPLAV"	"EXLAV"	"ETALAV"	"DISLAV"	"DISANN1"	"DISANN2"	"CONTRIB"	"ACONTRIB"	"FCONTRIB"	"OCCNOW"	"PROBLAV1"	"CERC2"	"PROBLAV2"	"SALMIN"	"SMARTW"	"SMARTWA"	"SMARTWB"	"ETAPEN"	"COPPU"	"PREVCOM"	"COPPIP"	"B16"	"B17A"	"B17B"	"B18"	"B19A"	"B19B"	"B19C"	"ATTIVP"	"ISCO"	"NACE"	"ETALAV2"	"MISCOVID1"	"MISCOVID2"	"MISCOVIDV1"	"ETA"	"NASCREG"	"NASCAREA"	"IREG"	"PARENTP"	"smartwa1"	"CLETA5"	"QUAL"	"Q"	"SETT"	"CFRED"	"PERC"	"PERL"	"NPERL"	"NPERC"	"AREA3"	"AREA5"	"ACOM4C"	"ACOM5"	"PESOFIT"	"PESOFIT2"	"y.hh"	"y.fam"	"y.nhh"	"GODABIT"	"QUOPRO"	"VALABIT"	"y.rhh"	"NW"	"NE"	"N"	"SO"	"IS"	"S"
173	1	1	1	1	1	1	1948	1	NA	NA	3	5	NA	44	60	NA	1968	2	2	1	1	NA	NA	2	15	2	19	1	NA	25	2	NA	NA	1	35	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	72	18	3	18	NA	NA	5	6	3	5	1	1	0	0	1	3	4	2	4	0.3801667553	1539.5927228	23400	23400	0	1	0	150000	100	FALSE	FALSE	0	TRUE	FALSE	1
633	1	1	1	2	1	1	1934	1	NA	NA	4	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	16	NA	NA	3	1	16	1	20	NA	1	20	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	86	5	1	5	NA	NA	5	6	3	5	1	1	0	0	1	1	2	1	3	1.4532695652	5885.4258454	10800	10800	0	1	0	120000	100	FALSE	TRUE	1	FALSE	FALSE	0
923	1	1	1	2	1	1	1932	1	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	16	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	88	13	3	13	NA	NA	5	6	3	5	1	1	0	0	1	3	4	2	4	0.8691912981	3520.0358234	6500	6500	0	1	0	150000	100	FALSE	FALSE	0	TRUE	FALSE	1
2886	2	2	1	1	1	1	1949	1	NA	NA	1	5	NA	37	60	NA	1970	2	1	1	1	NA	NA	2	15	2	16	1	NA	26	2	NA	NA	1	35	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	71	13	3	13	NA	NA	5	6	3	5	0	1	0	0	2	3	4	2	3	0.2383701068	965.34711865	15743	43043	27300	1	0	180000	36.5750528541226	FALSE	FALSE	0	TRUE	FALSE	1
5416	4	4	1	2	1	1	1958	1	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	19	3	1	16	2	NA	NA	1	30	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	62	8	1	8	NA	NA	4	6	3	5	0	1	0	3	4	1	2	2	4	0.8819878952	3571.8592601	8400	40200	31800	2	0	100000	20.8955223880597	FALSE	TRUE	1	FALSE	FALSE	0
7886	2	2	1	1	1	1	1950	1	NA	NA	1	5	NA	36	60	NA	1969	2	2	1	1	NA	NA	2	15	2	11	1	NA	22	2	NA	NA	1	35	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	70	9	2	9	NA	NA	5	6	3	5	1	1	0	1	2	2	3	0	2	1.2452078122	5042.8209717	26000	33100	7100	1	0	500000	78.5498489425982	FALSE	FALSE	0	FALSE	FALSE	0
20297	2	2	1	1	1	1	1960	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	19	3	1	14	2	NA	NA	1	39	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	60	5	1	5	NA	NA	4	6	3	5	1	1	0	1	2	1	2	2	5	1.6694497619	6760.9086516	15600	25400	9800	2	0	100000	61.4173228346457	FALSE	TRUE	1	FALSE	FALSE	0
22099	2	2	1	1	1	1	1958	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	7	NA	NA	1	NA	18	2	NA	NA	1	38	0	1	50	2	NA	NA	2	NA	NA	68	50	NA	NA	2	1	2	2	2	2	2	NA	5141	19	NA	1	2	1800	62	15	3	15	NA	NA	4	4	2	4	1	1	1	1	1	3	4	1	3	1.2666906216	5129.82168	0	0	0	1	0	200000	NA	FALSE	FALSE	0	TRUE	FALSE	1
22169	1	1	1	2	1	1	1944	1	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	19	1	NA	40	2	NA	NA	1	5	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	76	15	3	15	NA	NA	5	6	3	5	1	1	0	0	1	3	4	3	5	1.6875562177	6834.2358615	11440	11440	0	2	0	100000	100	FALSE	FALSE	0	TRUE	FALSE	1
22173	3	3	1	2	1	1	1975	1	NA	NA	2	5	NA	50	60	NA	1994	2	2	1	3	NA	NA	1	2	NA	NA	1	NA	25	2	NA	NA	1	20	0	1	50	2	NA	NA	2	NA	NA	65	80	2	NA	1	2	2	2	2	2	2	NA	2411	14	NA	2	2	NA	45	15	3	15	NA	NA	3	2	1	4	1	1	1	1	2	3	4	3	5	2.8359039134	11484.794416	14000	27000	13000	2	0	350000	51.8518518518518	FALSE	FALSE	0	TRUE	FALSE	1
22276	1	1	1	1	1	1	1949	1	NA	NA	2	5	NA	50	60	NA	1968	2	2	1	1	NA	NA	2	15	2	14	1	NA	18	2	NA	NA	1	37	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	71	8	1	8	NA	NA	5	6	3	5	1	1	0	0	1	1	2	0	1	2.1782894175	8821.5986515	14400	14400	0	1	0	70000	100	FALSE	TRUE	1	FALSE	FALSE	0
22286	2	2	1	1	1	1	1950	1	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	16	2	1	15	2	NA	NA	1	19	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	70	8	1	8	NA	NA	5	6	3	5	1	1	0	0	2	1	2	0	1	3.0333998875	12284.610182	10200	18000	7800	1	0	200000	56.6666666666667	FALSE	TRUE	1	FALSE	FALSE	0
22657	2	2	1	2	1	1	1951	1	NA	NA	1	7	10	110	110	1	1980	3	NA	1	1	NA	NA	2	15	3	16	1	NA	25	2	NA	NA	1	40	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	69	16	3	16	NA	NA	5	6	3	5	0	1	0	0	2	3	4	2	5	0.3616936986	1464.7808588	16800	34800	18000	1	0	400000	48.2758620689655	FALSE	FALSE	0	TRUE	FALSE	1
23490	1	1	1	2	1	1	1937	1	NA	NA	2	5	NA	8	10	NA	1956	5	2	1	1	NA	NA	2	15	3	16	1	NA	23	2	NA	NA	1	36	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	83	5	1	5	NA	NA	5	6	3	5	1	1	0	0	1	1	2	1	3	0.9763964722	3954.1934753	16800	16800	0	4	0	100000	100	FALSE	TRUE	1	FALSE	FALSE	0
23797	2	2	1	1	1	1	1955	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	1	NA	NA	1	NA	32	2	NA	NA	1	33	0	1	80	2	NA	NA	2	NA	NA	67	80	2	NA	1	2	2	2	2	2	2	NA	5153	19	NA	2	2	NA	65	15	3	15	NA	NA	5	1	1	4	1	1	1	1	1	3	4	3	5	0.2579361631	1044.5853937	18200	18200	0	4	0	150000	100	FALSE	FALSE	0	TRUE	FALSE	1
23823	2	2	1	2	1	1	1936	1	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	16	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	84	16	3	16	NA	NA	5	6	3	5	0	1	0	1	2	3	4	2	4	0.5724882199	2318.4528504	8580	23580	15000	1	0	220000	36.3867684478371	FALSE	FALSE	0	TRUE	FALSE	1
24147	2	2	1	1	1	1	1948	1	NA	NA	1	7	4	108	110	0	1974	3	NA	1	1	NA	NA	2	15	4	10	3	1	26	2	NA	NA	1	35	6	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	72	4	1	4	NA	NA	5	6	3	5	1	1	0	0	2	1	2	0	2	1.2479983641	5054.1221004	22490	43290	20800	1	0	800000	51.9519519519519	FALSE	TRUE	1	FALSE	FALSE	0
24809	1	1	1	2	1	1	1939	1	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	13	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	81	16	3	16	NA	NA	5	7	3	5	1	1	0	0	1	3	4	2	5	0.6602677317	2673.9407927	12000	12000	0	1	0	250000	100	FALSE	FALSE	0	TRUE	FALSE	1
24853	2	2	1	1	1	1	1957	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	2	15	1	NA	18	2	NA	NA	1	38	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	63	16	3	11	NA	NA	4	6	3	5	1	1	0	1	2	2	3	2	3	0.3475682867	1407.5760111	28340	47840	19500	1	0	250000	59.2391304347826	FALSE	FALSE	0	FALSE	FALSE	0
27114	1	1	1	2	1	1	1938	1	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	16	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	82	19	3	19	NA	NA	5	6	3	5	1	1	0	0	1	3	5	1	3	1.3498947342	5466.7802503	15600	15600	0	1	0	80000	100	FALSE	FALSE	0	FALSE	TRUE	1
27116	1	1	1	2	1	1	1940	1	NA	NA	4	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	7	22	1	NA	40	2	NA	NA	1	10	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	80	19	3	19	NA	NA	5	6	3	5	1	1	0	0	1	3	5	1	3	1.3498947342	5466.7802503	8400	8400	0	1	50	600000	100	FALSE	FALSE	0	FALSE	TRUE	1
27238	3	3	1	1	1	1	1952	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	3	3	1	16	2	NA	NA	1	31	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	68	12	2	12	NA	NA	5	6	3	5	1	1	0	2	3	2	3	0	1	3.63589516	14724.585072	13650	35650	22000	1	0	70000	38.288920056101	FALSE	FALSE	0	FALSE	FALSE	0
27730	4	4	1	1	1	1	1939	1	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	2	15	1	3	1	NA	15	2	NA	NA	1	37	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	81	20	3	20	NA	NA	5	6	3	5	0	1	0	1	2	3	5	1	3	0.7232677041	2929.0769867	19110	39110	20000	1	0	90000	48.8621835847609	FALSE	FALSE	0	FALSE	TRUE	1
27734	2	2	1	1	1	1	1947	1	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	2	15	1	3	1	NA	16	2	NA	NA	1	45	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	73	20	3	20	NA	NA	5	6	3	5	1	1	0	0	1	3	5	1	3	0.6959106828	2818.2869971	15067	15067	0	1	0	85000	100	FALSE	FALSE	0	FALSE	TRUE	1
27739	1	1	1	2	1	1	1938	1	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	16	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	82	20	3	20	NA	NA	5	6	3	5	1	1	0	0	1	3	5	1	3	0.2646497975	1071.7741537	4680	4680	0	2	0	60000	100	FALSE	FALSE	0	FALSE	TRUE	1
27742	1	1	1	2	1	1	1932	1	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	16	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	88	20	3	20	NA	NA	5	6	3	5	1	1	0	0	1	3	5	1	3	1.3498947342	5466.7802503	8320	8320	0	1	0	110000	100	FALSE	FALSE	0	FALSE	TRUE	1
27912	2	2	1	1	1	1	1948	1	NA	NA	1	5	NA	55	60	NA	1967	2	2	1	1	NA	NA	2	15	2	15	1	NA	22	2	NA	NA	1	38	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	72	13	3	13	NA	NA	5	6	3	5	1	1	0	0	2	3	4	1	3	1.1692771559	4735.3183186	22100	35100	13000	1	0	180000	62.962962962963	FALSE	FALSE	0	TRUE	FALSE	1
27923	4	4	1	1	1	1	1951	1	NA	NA	1	5	NA	48	60	NA	1971	2	2	1	1	NA	NA	2	15	2	22	2	1	22	2	NA	NA	1	38	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	69	13	3	13	NA	NA	5	6	3	5	1	1	0	0	3	3	4	1	3	0.5979211088	2421.4505221	24700	35860	11160	1	0	200000	68.8789737869492	FALSE	FALSE	0	TRUE	FALSE	1
28992	1	1	1	2	1	1	1941	1	NA	NA	4	3	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	2	13	NA	NA	1	NA	20	2	NA	NA	1	10	0	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	79	20	3	20	NA	NA	5	7	3	5	1	1	0	0	1	3	5	2	4	1.1424509425	4626.6779855	1350	1350	0	1	0	110000	100	FALSE	FALSE	0	FALSE	TRUE	1
29140	2	2	1	1	1	1	1949	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	16	2	1	15	1	3	NA	1	40	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	71	9	2	9	NA	NA	5	6	3	5	1	1	0	0	2	2	3	0	2	2.4360376947	9865.4231479	14950	28600	13650	1	0	300000	52.2727272727273	FALSE	FALSE	0	FALSE	FALSE	0
29678	2	2	1	1	1	1	1933	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	2	15	3	1	14	2	NA	NA	1	35	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	87	19	3	19	NA	NA	5	6	3	5	1	1	0	0	1	3	5	2	4	0.5889672693	2385.1894185	15600	15600	0	1	0	130000	100	FALSE	FALSE	0	FALSE	TRUE	1
29680	4	4	1	1	1	1	1964	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	1	NA	NA	1	NA	15	2	NA	NA	1	30	0	1	50	1	5	6	2	NA	NA	60	70	2	NA	1	2	2	2	2	2	2	NA	1324	7	NA	2	2	NA	56	19	3	19	NA	NA	4	1	1	4	1	1	1	2	2	3	5	2	4	0.9700838751	3928.6288292	14000	19000	5000	1	0	130000	73.6842105263158	FALSE	FALSE	0	FALSE	TRUE	1
29737	2	2	1	1	1	1	1951	1	NA	NA	1	7	1	105	110	0	1975	3	NA	1	1	NA	NA	2	15	4	17	1	NA	31	2	NA	NA	1	35	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	69	16	3	16	NA	NA	5	6	3	5	1	1	0	0	2	3	4	2	5	0.1795175699	727.00713661	33800	58500	24700	1	0	250000	57.7777777777778	FALSE	FALSE	0	TRUE	FALSE	1
31093	1	1	1	1	1	1	1954	1	NA	NA	3	5	NA	45	60	NA	1980	2	2	1	1	NA	NA	1	9	NA	NA	3	3	17	2	NA	NA	1	35	0	1	100	2	NA	NA	2	NA	NA	67	50	NA	NA	2	1	2	2	2	2	2	NA	5221	7	35	2	2	NA	66	1	1	1	NA	NA	5	4	2	4	1	1	1	1	1	1	1	1	3	0.4828471233	1955.4258939	0	0	0	1	0	220000	NA	TRUE	FALSE	1	FALSE	FALSE	0
31220	2	2	1	2	1	1	1938	1	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	8	NA	NA	3	3	11	2	NA	NA	1	52	0	1	3	2	NA	NA	2	NA	NA	60	35	NA	NA	2	1	2	1	2	2	2	NA	3322	7	39	2	2	NA	82	8	1	8	NA	NA	5	5	2	4	1	1	1	1	2	1	2	1	3	0.5691208311	2304.8156576	15600	27170	11570	1	0	120000	57.4162679425837	FALSE	TRUE	1	FALSE	FALSE	0
31221	2	2	1	2	1	1	1938	1	NA	NA	4	5	NA	36	60	NA	1960	3	1	1	1	NA	NA	2	15	7	19	2	3	21	2	NA	NA	1	23	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	82	12	2	8	NA	NA	5	6	3	5	1	1	0	0	2	1	2	1	3	1.0597531903	4291.7700647	20800	33800	13000	1	0	900000	61.5384615384615	FALSE	TRUE	1	FALSE	FALSE	0
31625	1	1	1	2	1	1	1957	1	NA	NA	2	7	8	98	100	0	1982	2	NA	1	2	NA	NA	1	4	NA	NA	2	1	25	2	NA	NA	1	22	0	1	100	2	NA	NA	1	0	0	67	70	2	NA	1	2	2	2	2	2	2	NA	4312	11	41	2	2	NA	63	16	3	3	NA	NA	4	3	1	4	1	1	1	1	1	1	1	2	4	0.1111475826	450.12354963	26000	26000	0	1	50	200000	100	TRUE	FALSE	1	FALSE	FALSE	0
31652	2	2	1	1	1	1	1941	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	2	15	1	NA	19	2	NA	NA	1	35	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	79	15	3	3	NA	NA	5	6	3	5	1	1	0	0	2	1	1	0	1	3.5129481828	14226.676539	19500	39000	19500	1	0	110000	50	TRUE	FALSE	1	FALSE	FALSE	0
31695	2	2	1	1	1	1	1964	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	1	1	NA	NA	1	NA	16	2	NA	NA	1	40	0	1	100	2	NA	NA	2	NA	NA	65	70	1	70	1	2	2	2	2	2	2	NA	7214	3	NA	2	2	NA	56	3	1	3	NA	NA	4	1	1	2	1	1	1	1	1	1	1	2	3	1.6484061316	6675.6865228	27000	27000	0	1	0	280000	100	TRUE	FALSE	1	FALSE	FALSE	0
31724	4	4	1	1	1	1	1958	1	NA	NA	1	5	NA	10	10	NA	1977	2	2	1	1	NA	NA	1	2	NA	NA	1	NA	19	2	NA	NA	1	42	0	2	NA	2	NA	NA	NA	NA	NA	63	80	1	80	1	2	2	2	2	2	2	NA	4323	8	NA	2	2	NA	62	7	1	7	NA	NA	4	2	1	4	1	1	1	2	4	1	1	0	2	0.4623243228	1872.3130129	40000	86932	46932	1	0	350000	46.0129756591359	TRUE	FALSE	1	FALSE	FALSE	0
31757	1	1	1	2	1	1	1935	1	NA	NA	4	4	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	16	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	85	4	1	3	NA	NA	5	6	3	5	1	1	0	0	1	1	1	2	4	0.4783210322	1937.0962088	10400	10400	0	1	75	130000	100	TRUE	FALSE	1	FALSE	FALSE	0
31860	3	3	1	1	1	1	1958	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	2	NA	NA	1	NA	23	2	NA	NA	1	41	0	1	100	2	NA	NA	1	0	22	64	90	2	NA	1	2	2	2	2	2	2	NA	4311	15	NA	2	2	NA	62	15	3	15	NA	NA	4	2	1	3	1	1	1	3	3	3	4	2	4	0.8565854995	3468.985079	23000	44500	21500	1	0	130000	51.685393258427	FALSE	FALSE	0	TRUE	FALSE	1
32057	2	2	1	2	1	1	1943	1	NA	NA	1	5	NA	8	10	NA	1962	1	2	1	2	NA	NA	2	16	NA	NA	1	NA	40	2	NA	NA	1	20	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	77	1	1	1	NA	NA	5	6	3	5	0	1	0	0	2	1	1	0	2	1.8533701322	7505.746173	2626	16926	14300	1	0	50000	15.5145929339478	TRUE	FALSE	1	FALSE	FALSE	0
32190	1	1	1	1	1	1	1947	1	NA	NA	3	5	NA	7	10	NA	1966	5	1	1	1	NA	NA	2	15	3	16	1	NA	20	2	NA	NA	1	38	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	73	3	1	3	NA	NA	5	6	3	5	1	1	0	0	1	1	1	2	4	0.409279895	1657.4946106	18200	18200	0	1	50	70000	100	TRUE	FALSE	1	FALSE	FALSE	0
32320	3	3	1	2	1	1	1962	1	NA	NA	1	7	10	110	110	1	2009	5	NA	1	1	NA	NA	1	3	NA	NA	1	NA	20	2	NA	NA	1	39	0	1	100	2	NA	NA	2	NA	NA	63	60	1	70	1	2	2	2	2	2	2	NA	2341	16	NA	2	2	NA	58	4	1	4	NA	NA	4	2	1	3	0	1	1	3	3	1	2	2	4	0.8296725026	3359.9932917	30000	90000	60000	1	0	400000	33.3333333333333	FALSE	TRUE	1	FALSE	FALSE	0
32471	1	1	1	2	1	1	1945	1	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	8	1	1	NA	15	2	NA	NA	1	35	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	75	15	3	15	NA	NA	5	6	3	5	1	1	0	0	1	3	4	0	1	4.6260523167	18734.506329	7540	7540	0	5	0	65000	100	FALSE	FALSE	0	TRUE	FALSE	1
32524	2	2	1	1	1	1	1945	1	NA	NA	1	7	7	106	110	0	1985	6	NA	1	1	NA	NA	2	15	4	11	2	1	19	2	NA	NA	1	29	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	75	8	1	8	NA	NA	5	6	3	5	1	1	0	0	2	1	2	2	5	0.193265011	782.68128509	29016	53625	24609	1	0	300000	54.1090909090909	FALSE	TRUE	1	FALSE	FALSE	0
32556	1	1	1	2	1	1	1947	1	NA	NA	4	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	2	3	1	NA	14	2	NA	NA	1	40	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	73	5	1	5	NA	NA	5	6	3	5	1	1	0	0	1	1	2	1	3	1.910153942	7735.7082597	16900	16900	0	5	0	80000	100	FALSE	TRUE	1	FALSE	FALSE	0
32729	2	2	1	1	1	1	1954	1	NA	NA	1	4	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	7	NA	NA	3	3	16	2	NA	NA	1	43	1	1	60	2	NA	NA	2	NA	NA	59	40	NA	NA	2	1	2	1	2	2	2	NA	8332	8	25	1	2	1200	66	8	1	8	NA	NA	5	4	2	4	1	1	1	1	1	1	2	1	3	0.6495636886	2630.5917446	17160	17160	0	1	0	400000	100	FALSE	TRUE	1	FALSE	FALSE	0
32734	1	1	1	1	1	1	1965	1	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	1	NA	NA	1	NA	15	2	NA	NA	1	39	1	1	90	2	NA	NA	2	NA	NA	58	70	2	NA	1	2	2	2	2	2	2	NA	7233	3	NA	2	2	NA	55	8	1	8	NA	NA	4	1	1	2	1	1	1	1	1	1	2	1	3	2.2634148666	9166.3382166	22000	22000	0	2	0	130000	100	FALSE	TRUE	1	FALSE	FALSE	0
32765	2	2	1	1	1	1	1954	1	NA	NA	1	7	6	107	110	0	1978	2	NA	1	2	NA	NA	2	15	4	13	2	1	22	2	NA	NA	1	40	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	66	8	1	8	NA	NA	5	6	3	5	1	1	0	0	2	1	2	2	4	0.228335	924.7071173	23790	42640	18850	1	0	400000	55.7926829268293	FALSE	TRUE	1	FALSE	FALSE	0
32822	1	1	1	1	1	1	1962	1	NA	NA	2	5	NA	37	60	NA	1981	5	1	1	3	NA	NA	1	2	NA	NA	1	NA	31	1	5	NA	1	22	1	1	100	2	NA	NA	2	NA	NA	67	60	2	NA	1	2	2	2	2	2	2	NA	5312	15	NA	2	2	NA	58	18	3	18	NA	NA	4	2	1	3	1	1	1	1	1	3	4	2	4	0.3999205313	1619.591222	14400	14400	0	2	0	100000	100	FALSE	FALSE	0	TRUE	FALSE	1
