"NQUEST"	"numcompfam"	"NCOMP"	"nord"	"SEX"	"PARENT"	"NASC"	"ANASC"	"CIT"	"ANINGR"	"MOTIV"	"STACIV"	"STUDIO"	"TIPOLAU"	"VOTOEDU"	"SUEDU"	"SELODE"	"ANNOEDU"	"TIPODIP"	"UNIVER"	"PRESNORD"	"NORDP"	"MOTENT"	"ANNOENUS"	"B01"	"APQUAL2"	"ASNONOC2"	"NACE2"	"NESPLAV"	"EXLAV"	"ETALAV"	"DISLAV"	"DISANN1"	"DISANN2"	"CONTRIB"	"ACONTRIB"	"FCONTRIB"	"OCCNOW"	"PROBLAV1"	"CERC2"	"PROBLAV2"	"SALMIN"	"SMARTW"	"SMARTWA"	"SMARTWB"	"ETAPEN"	"COPPU"	"PREVCOM"	"COPPIP"	"B16"	"B17A"	"B17B"	"B18"	"B19A"	"B19B"	"B19C"	"ATTIVP"	"ISCO"	"NACE"	"ETALAV2"	"MISCOVID1"	"MISCOVID2"	"MISCOVIDV1"	"ETA"	"NASCREG"	"NASCAREA"	"IREG"	"PARENTP"	"smartwa1"	"CLETA5"	"QUAL"	"Q"	"SETT"	"CFRED"	"PERC"	"PERL"	"NPERL"	"NPERC"	"AREA3"	"AREA5"	"ACOM4C"	"ACOM5"	"PESOFIT"	"PESOFIT2"	"y.hh"	"y.fam"	"y.nhh"	"GODABIT"	"QUOPRO"	"VALABIT"	"y.rhh"	"NW"	"NE"	"N"	"SO"	"IS"	"S"
936001	2	2	1	1	1	1	1957	1	NA	NA	1	7	1	110	110	1	1980	3	NA	1	NA	NA	NA	1	5	NA	NA	1	NA	24	2	NA	NA	1	39	0	2	NA	2	NA	NA	NA	NA	NA	63	80	2	NA	1	2	2	2	2	2	2	NA	1221	11	NA	2	2	NA	63	6	1	6	NA	NA	4	3	1	4	1	1	1	2	2	1	2	2	4	0.3809983768	1542.9606094	109000	138000	29000	1	0	550000	78.9855072463768	FALSE	TRUE	1	FALSE	FALSE	0
936004	2	2	1	1	1	1	1958	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	7	NA	NA	3	3	14	2	NA	NA	1	40	0	1	100	2	NA	NA	2	NA	NA	67	50	NA	NA	2	1	2	2	2	2	2	NA	1120	19	33	2	2	NA	62	6	1	6	NA	NA	4	4	2	4	1	1	1	2	2	1	2	2	4	0.9303611004	3767.7602261	0	25000	25000	1	0	500000	0	FALSE	TRUE	1	FALSE	FALSE	0
936011	4	4	1	1	1	1	1965	1	NA	NA	1	7	6	110	110	1	1990	3	NA	1	NA	NA	NA	1	5	NA	NA	1	NA	25	2	NA	NA	1	31	0	2	NA	1	50	60	NA	NA	NA	65	80	1	90	1	2	2	2	2	2	2	NA	1221	11	NA	2	2	NA	55	6	1	6	NA	NA	4	3	1	4	1	1	1	1	1	1	2	2	4	0.4857179396	1967.0520759	180000	180000	0	1	0	700000	100	FALSE	TRUE	1	FALSE	FALSE	0
936017	3	3	1	1	1	1	1957	1	NA	NA	1	8	3	110	110	0	1983	3	NA	1	NA	NA	NA	1	6	NA	NA	1	NA	26	2	NA	NA	1	38	0	1	80	2	NA	NA	2	NA	NA	70	80	NA	NA	2	1	2	2	2	2	2	NA	2212	17	NA	2	2	NA	63	6	1	6	NA	NA	4	4	2	3	1	1	1	2	2	1	2	2	4	1.3621978134	5516.6050468	0	0	0	1	0	600000	NA	FALSE	TRUE	1	FALSE	FALSE	0
936029	4	4	1	2	1	1	1967	1	NA	NA	1	7	6	96	110	0	1991	2	NA	1	NA	NA	NA	1	6	NA	NA	1	NA	27	2	NA	NA	1	25	0	1	100	2	NA	NA	1	0	2	65	70	NA	NA	2	1	2	2	2	2	2	NA	2411	13	NA	2	2	NA	53	5	1	6	NA	NA	3	4	2	4	0	1	1	2	2	1	2	2	4	0.442528609	1792.1446751	0	0	0	1	0	300000	NA	FALSE	TRUE	1	FALSE	FALSE	0
936039	4	4	1	1	1	1	1984	1	NA	NA	1	8	3	107	110	0	2008	3	NA	1	NA	NA	NA	1	6	NA	NA	1	NA	22	2	NA	NA	1	17	5	1	100	2	NA	NA	2	NA	NA	70	70	NA	NA	2	1	2	2	2	2	2	NA	2261	17	NA	2	2	NA	36	6	1	6	NA	NA	2	4	2	3	1	1	1	2	2	1	2	2	4	1.8955024758	7676.3730064	0	0	0	1	0	600000	NA	FALSE	TRUE	1	FALSE	FALSE	0
936048	2	2	1	2	1	1	1938	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	15	1	3	1	NA	15	2	NA	NA	1	15	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	82	8	1	6	NA	NA	5	6	3	5	0	1	0	0	2	1	2	2	4	0.8115767939	3286.7096047	6552	20306	13754	1	0	150000	32.2663252240717	FALSE	TRUE	1	FALSE	FALSE	0
936049	2	2	1	2	1	1	1947	1	NA	NA	1	5	NA	8	10	NA	1966	2	1	1	NA	NA	NA	2	15	5	16	1	NA	21	2	NA	NA	1	39	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	73	6	1	6	NA	NA	5	6	3	5	1	1	0	0	2	1	2	2	4	0.1050306661	425.35136752	19500	37700	18200	1	0	300000	51.7241379310345	FALSE	TRUE	1	FALSE	FALSE	0
936059	2	2	1	1	1	1	1958	1	NA	NA	2	3	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	15	1	4	3	1	15	2	NA	NA	1	43	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	62	6	1	6	NA	NA	4	6	3	5	1	1	0	1	2	1	2	2	4	0.5348138984	2165.8800374	24700	28700	4000	1	0	120000	86.0627177700349	FALSE	TRUE	1	FALSE	FALSE	0
936064	1	1	1	2	1	1	1940	1	NA	NA	2	4	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	16	NA	NA	3	1	18	2	NA	NA	1	10	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	80	6	1	6	NA	NA	5	6	3	5	1	1	0	0	1	1	2	2	4	0.4870776767	1972.5587158	7540	7540	0	1	0	200000	100	FALSE	TRUE	1	FALSE	FALSE	0
936071	2	2	1	1	1	1	1947	1	NA	NA	1	7	1	110	110	0	1970	3	NA	1	NA	NA	NA	2	15	5	15	1	NA	23	2	NA	NA	1	44	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	73	5	1	6	NA	NA	5	6	3	5	1	1	0	0	2	1	2	2	4	0.0359425309	145.55943732	51870	74360	22490	1	0	220000	69.7552447552448	FALSE	TRUE	1	FALSE	FALSE	0
936093	4	4	1	2	1	1	1972	1	NA	NA	1	8	6	76	110	0	1997	3	NA	1	NA	NA	NA	1	9	NA	NA	2	3	26	2	NA	NA	1	23	0	1	100	2	NA	NA	1	0	0	65	70	NA	NA	2	1	2	2	2	2	2	NA	1120	8	27	2	2	NA	48	6	1	6	NA	NA	3	4	2	4	1	1	1	2	2	1	2	2	4	0.4180695072	1693.0906293	0	0	0	1	0	1000000	NA	FALSE	TRUE	1	FALSE	FALSE	0
936100	2	2	1	2	1	1	1959	1	NA	NA	1	7	3	102	110	0	1990	3	NA	1	NA	NA	NA	1	6	NA	NA	1	NA	31	2	NA	NA	1	27	0	1	100	2	NA	NA	2	NA	NA	68	80	NA	NA	2	1	2	2	2	2	2	NA	2211	17	NA	2	2	NA	61	13	3	6	NA	NA	4	4	2	3	1	1	1	1	2	1	2	2	4	0.3133577459	1269.0307573	0	15600	15600	1	0	140000	0	FALSE	TRUE	1	FALSE	FALSE	0
936118	2	2	1	1	1	1	1941	1	NA	NA	1	5	NA	7	10	NA	1962	2	1	1	NA	NA	NA	2	15	9	7	2	3	21	2	NA	NA	1	28	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	79	6	1	6	NA	NA	5	6	3	5	1	1	0	0	2	1	2	2	4	0.213496677	864.61513473	30472	32864	2392	1	0	450000	92.7215189873418	FALSE	TRUE	1	FALSE	FALSE	0
936133	3	3	1	1	1	1	1954	1	NA	NA	1	5	NA	44	60	NA	1972	3	1	1	NA	NA	NA	1	2	NA	NA	1	NA	30	2	NA	NA	1	38	1	2	NA	2	NA	NA	NA	NA	NA	67	90	2	NA	1	2	2	2	2	2	2	NA	4110	15	NA	2	2	NA	66	6	1	6	NA	NA	5	2	1	3	0	1	1	3	3	1	2	2	4	0.2805523616	1136.1760816	28000	30000	2000	1	0	230000	93.3333333333333	FALSE	TRUE	1	FALSE	FALSE	0
936150	2	2	1	1	1	1	1949	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	15	1	3	1	NA	16	2	NA	NA	1	40	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	71	8	1	8	NA	NA	5	6	3	5	1	1	0	0	2	1	2	0	2	2.6263204083	10636.026777	15600	26000	10400	1	0	80000	60	FALSE	TRUE	1	FALSE	FALSE	0
936153	2	2	1	1	1	1	1958	1	NA	NA	1	7	6	110	110	1	1980	3	NA	1	NA	NA	NA	1	6	NA	NA	1	NA	23	2	NA	NA	1	38	0	1	100	2	NA	NA	2	NA	NA	70	90	NA	NA	2	1	2	2	2	2	2	NA	2411	11	NA	2	2	NA	62	8	1	8	NA	NA	4	4	2	4	1	1	1	1	1	1	2	2	4	0.0667162628	270.18636248	0	0	0	1	0	400000	NA	FALSE	TRUE	1	FALSE	FALSE	0
936161	2	2	1	1	1	1	1952	1	NA	NA	1	5	NA	37	60	NA	1971	3	2	1	NA	NA	NA	2	15	5	11	1	NA	19	2	NA	NA	1	45	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	68	8	1	8	NA	NA	5	6	3	5	1	1	0	1	2	1	2	2	4	0.1857923117	752.41847707	64800	88800	24000	1	0	400000	72.972972972973	FALSE	TRUE	1	FALSE	FALSE	0
936227	1	1	1	2	1	1	1938	1	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	13	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	82	3	1	8	NA	NA	5	7	3	5	1	1	0	0	1	1	2	2	4	0.596756358	2416.7335345	13000	13000	0	2	0	100000	100	FALSE	TRUE	1	FALSE	FALSE	0
936237	2	2	1	1	1	1	1950	1	NA	NA	1	7	3	105	110	0	1976	3	NA	1	NA	NA	NA	2	15	5	17	1	NA	26	2	NA	NA	1	40	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	70	8	1	8	NA	NA	5	6	3	5	1	1	0	0	2	1	2	2	4	0.1706386013	691.0492439	19500	35100	15600	1	0	250000	55.5555555555556	FALSE	TRUE	1	FALSE	FALSE	0
936247	2	2	1	1	1	1	1941	1	NA	NA	1	7	8	110	110	1	1965	3	NA	1	NA	NA	NA	1	6	NA	NA	1	NA	25	2	NA	NA	1	40	0	1	70	2	NA	NA	2	NA	NA	65	40	NA	NA	2	1	2	1	2	2	2	NA	2611	13	NA	2	2	NA	79	18	3	8	NA	NA	5	4	2	4	1	1	1	1	2	1	2	2	4	0.127306063	515.56188275	18200	37700	19500	1	0	350000	48.2758620689655	FALSE	TRUE	1	FALSE	FALSE	0
936252	2	2	1	1	1	1	1952	1	NA	NA	1	7	3	110	110	0	1978	3	NA	1	NA	NA	NA	1	6	NA	NA	1	NA	26	2	NA	NA	1	35	0	1	80	2	NA	NA	2	NA	NA	65	60	NA	NA	2	1	2	1	2	2	2	NA	2212	17	NA	2	2	NA	68	8	1	8	NA	NA	5	4	2	3	1	1	1	1	2	1	2	2	4	0.3170823982	1284.1147892	16800	31200	14400	1	0	250000	53.8461538461538	FALSE	TRUE	1	FALSE	FALSE	0
936253	3	3	1	1	1	1	1950	1	NA	NA	1	7	3	110	110	0	1974	3	NA	1	NA	NA	NA	1	6	NA	NA	1	NA	25	2	NA	NA	1	40	0	1	70	2	NA	NA	2	NA	NA	68	60	NA	NA	2	1	2	1	2	2	2	NA	2212	17	NA	2	2	NA	70	8	1	8	NA	NA	5	4	2	3	1	1	1	2	2	1	2	2	4	0.1501178175	607.94453	21600	21600	0	2	0	300000	100	FALSE	TRUE	1	FALSE	FALSE	0
936268	2	2	1	1	1	1	1947	1	NA	NA	1	8	3	100	110	0	1972	3	NA	1	NA	NA	NA	1	6	NA	NA	1	NA	26	2	NA	NA	1	40	0	1	50	2	NA	NA	2	NA	NA	70	60	NA	NA	2	1	2	1	2	2	2	NA	2212	17	NA	2	2	NA	73	9	2	8	NA	NA	5	4	2	3	1	1	1	1	2	1	2	2	4	0.2696458684	1092.007155	16900	32500	15600	1	0	150000	52	FALSE	TRUE	1	FALSE	FALSE	0
936272	3	3	1	1	1	1	1964	1	NA	NA	1	4	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	6	NA	NA	2	3	20	2	NA	NA	1	30	0	1	90	2	NA	NA	2	NA	NA	68	60	NA	NA	2	1	2	2	2	2	2	NA	5249	11	55	2	2	NA	56	8	1	8	NA	NA	4	4	2	4	1	1	1	2	2	1	2	2	4	0.388079439	1571.6373721	0	21000	21000	1	0	250000	0	FALSE	TRUE	1	FALSE	FALSE	0
936278	3	3	1	1	1	1	1961	1	NA	NA	1	7	6	104	110	0	1986	2	NA	1	NA	NA	NA	1	6	NA	NA	1	NA	26	2	NA	NA	1	34	0	1	80	2	NA	NA	2	NA	NA	65	40	NA	NA	2	1	2	2	2	2	2	NA	2411	11	NA	1	2	2200	59	10	2	8	NA	NA	4	4	2	4	1	1	1	2	2	1	2	2	4	0.3070634723	1243.5403171	0	18000	18000	1	0	220000	0	FALSE	TRUE	1	FALSE	FALSE	0
936289	4	4	1	1	1	1	1969	1	NA	NA	3	7	4	95	110	0	1993	3	NA	1	NA	NA	NA	1	6	NA	NA	1	NA	24	2	NA	NA	1	26	0	1	80	2	NA	NA	1	0	4	65	50	NA	NA	2	1	2	2	2	2	2	NA	2142	13	NA	2	2	NA	51	8	1	8	NA	NA	3	4	2	4	1	1	1	1	1	1	2	2	4	0.5715761578	2314.759197	0	0	0	1	0	200000	NA	FALSE	TRUE	1	FALSE	FALSE	0
936359	3	3	1	1	1	1	1957	1	NA	NA	1	7	4	100	110	0	1982	3	NA	1	NA	NA	NA	1	6	NA	NA	1	NA	25	2	NA	NA	2	NA	NA	1	8	2	NA	NA	2	NA	NA	68	70	NA	NA	2	1	2	2	2	2	2	NA	2142	13	NA	2	2	NA	63	8	1	8	NA	NA	4	4	2	4	1	1	1	3	3	1	2	2	4	0.3131419001	1268.1566287	0	0	0	1	0	280000	NA	FALSE	TRUE	1	FALSE	FALSE	0
936370	4	4	1	1	1	1	1967	1	NA	NA	1	5	NA	50	60	NA	1986	2	2	1	NA	NA	NA	1	6	NA	NA	2	3	20	2	NA	NA	1	34	0	1	90	2	NA	NA	2	NA	NA	65	50	NA	NA	2	1	2	2	2	2	2	NA	2149	13	20	2	2	NA	53	8	1	8	NA	NA	3	4	2	4	1	1	1	2	2	1	2	2	4	0.5423260109	2196.3024601	0	18000	18000	1	0	250000	0	FALSE	TRUE	1	FALSE	FALSE	0
936406	2	2	1	1	1	1	1958	1	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	15	1	22	1	NA	20	2	NA	NA	1	42	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	62	15	3	15	NA	NA	4	6	3	5	1	1	0	0	1	3	4	3	5	0.9333902682	3780.0276974	12610	12610	0	2	0	90000	100	FALSE	FALSE	0	TRUE	FALSE	1
936411	3	3	1	1	1	1	1967	1	NA	NA	1	5	NA	48	60	NA	1985	2	2	1	NA	NA	NA	1	2	NA	NA	1	NA	20	2	NA	NA	1	34	0	1	80	2	NA	NA	2	NA	NA	65	70	2	NA	1	2	2	2	2	2	2	NA	2433	7	NA	2	2	NA	53	8	1	8	NA	NA	3	2	1	4	1	1	1	3	3	1	2	0	2	5.314900348	21524.191123	24000	60000	36000	1	0	150000	40	FALSE	TRUE	1	FALSE	FALSE	0
936412	2	2	1	1	1	1	1944	1	NA	NA	1	5	NA	54	60	NA	1962	2	2	1	NA	NA	NA	2	15	5	11	1	NA	20	2	NA	NA	1	40	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	76	8	1	8	NA	NA	5	6	3	5	1	1	0	0	2	1	2	0	2	1.3364324007	5412.2607257	19500	35100	15600	1	0	200000	55.5555555555556	FALSE	TRUE	1	FALSE	FALSE	0
936424	4	4	1	2	1	1	1958	1	NA	NA	1	5	NA	46	60	NA	1978	1	2	1	NA	NA	NA	2	15	2	13	1	NA	21	2	NA	NA	1	40	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	62	8	1	8	NA	NA	4	6	3	5	0	1	0	1	4	1	2	0	2	1.6557953271	6705.6111588	17940	62640	44700	1	0	280000	28.639846743295	FALSE	TRUE	1	FALSE	FALSE	0
936427	4	4	1	2	1	1	1985	1	NA	NA	3	7	10	110	110	0	2010	3	NA	1	NA	NA	NA	1	3	NA	NA	2	1	29	2	NA	NA	1	6	0	1	100	2	NA	NA	1	0	0	70	65	2	NA	1	2	2	2	2	2	1	NA	2330	16	29	2	2	NA	35	8	1	8	NA	NA	2	2	1	3	1	1	1	1	1	1	2	0	2	4.2991770196	17410.732428	26000	26000	0	5	0	230000	100	FALSE	TRUE	1	FALSE	FALSE	0
936429	3	3	1	1	1	1	1970	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	6	NA	NA	3	3	18	2	NA	NA	1	33	0	1	80	2	NA	NA	1	0	8	67	75	NA	NA	2	1	2	2	2	2	2	NA	3321	11	30	2	2	NA	50	8	1	8	NA	NA	3	4	2	4	1	1	1	2	2	1	2	0	2	3.3751373028	13668.572431	0	0	0	1	0	240000	NA	FALSE	TRUE	1	FALSE	FALSE	0
936436	1	1	1	1	1	1	1983	1	NA	NA	2	5	NA	60	100	NA	2001	1	2	1	NA	NA	NA	1	2	NA	NA	6	1	20	1	1	NA	1	9	0	1	70	2	NA	NA	1	0	15	70	50	2	NA	1	2	2	2	2	2	2	NA	2511	13	27	2	2	NA	37	8	1	8	NA	NA	2	2	1	4	1	1	1	1	1	1	2	0	2	6.5460452914	26510.060532	15600	15600	0	1	0	110000	100	FALSE	TRUE	1	FALSE	FALSE	0
936453	2	2	1	1	1	1	1946	1	NA	NA	1	6	10	96	100	0	1974	2	NA	1	NA	NA	NA	2	15	3	16	2	1	21	2	NA	NA	1	35	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	74	8	1	8	NA	NA	5	6	3	5	0	1	0	0	2	1	2	1	3	0.195199717	790.51642367	20098	42848	22750	1	0	210000	46.9053398058252	FALSE	TRUE	1	FALSE	FALSE	0
936454	1	1	1	1	1	1	1966	1	NA	NA	2	4	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	1	NA	NA	5	3	14	2	NA	NA	1	32	0	1	100	2	NA	NA	2	NA	NA	60	50	2	NA	1	2	2	2	1	2	2	NA	1324	3	40	2	2	NA	54	8	1	8	NA	NA	3	1	1	2	1	1	1	1	1	1	2	1	3	1.1040635243	4471.2172856	23000	23000	0	5	0	50000	100	FALSE	TRUE	1	FALSE	FALSE	0
936456	3	3	1	1	1	1	1948	1	NA	NA	4	5	NA	42	60	NA	1968	2	2	1	NA	NA	NA	2	15	2	15	2	1	14	2	NA	NA	1	39	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	72	13	3	8	NA	NA	5	6	3	5	1	1	0	1	2	1	2	1	3	0.7939137583	3215.17815	19500	37500	18000	1	0	100000	52	FALSE	TRUE	1	FALSE	FALSE	0
936459	4	4	1	1	1	1	1963	1	NA	NA	1	7	5	108	110	0	1989	3	NA	1	NA	NA	NA	1	6	NA	NA	2	3	15	2	NA	NA	1	30	0	1	100	2	NA	NA	1	0	0	64	80	NA	NA	2	1	2	2	2	2	2	NA	2161	6	26	1	2	3000	57	8	1	8	NA	NA	4	4	2	4	0	1	1	2	2	1	2	1	3	1.1382187326	4609.5384553	0	24700	24700	1	0	500000	0	FALSE	TRUE	1	FALSE	FALSE	0
936465	4	4	1	1	1	1	1959	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	7	NA	NA	2	2	14	2	NA	NA	1	48	0	1	100	2	NA	NA	2	NA	NA	62	20	NA	NA	2	1	2	2	2	2	2	NA	1120	3	33	2	2	NA	61	8	1	8	NA	NA	4	4	2	2	1	1	1	2	2	1	2	0	2	2.2280011403	9022.920323	0	5400	5400	4	0	120000	0	FALSE	TRUE	1	FALSE	FALSE	0
936470	2	2	1	1	1	1	1939	1	NA	NA	1	7	6	103	110	0	1967	3	NA	1	NA	NA	NA	1	9	NA	NA	1	NA	18	2	NA	NA	1	23	0	1	100	2	NA	NA	2	NA	NA	65	10	NA	NA	2	1	2	1	2	2	2	NA	1112	13	NA	2	2	NA	81	8	1	8	NA	NA	5	4	2	4	1	1	1	1	2	1	2	2	4	0.0937705482	379.75033758	35100	58500	23400	1	0	500000	60	FALSE	TRUE	1	FALSE	FALSE	0
936478	2	2	1	1	1	1	1948	1	NA	NA	1	5	NA	10	10	NA	1966	2	2	1	NA	NA	NA	1	9	NA	NA	2	2	15	2	NA	NA	1	36	0	2	NA	2	NA	NA	NA	NA	NA	65	60	NA	NA	2	1	2	1	2	2	2	6	1112	19	45	2	2	NA	72	8	1	8	NA	NA	5	4	2	4	1	1	1	1	2	1	2	2	4	0.120768496	489.08615763	130000	176800	46800	1	0	300000	73.5294117647059	FALSE	TRUE	1	FALSE	FALSE	0
936483	2	2	1	1	1	1	1952	1	NA	NA	1	7	6	110	110	0	1976	2	NA	1	NA	NA	NA	1	6	NA	NA	1	NA	22	2	NA	NA	1	50	5	1	100	2	NA	NA	2	NA	NA	59	20	NA	NA	2	1	2	1	2	2	2	NA	1112	14	NA	2	2	NA	68	8	1	8	NA	NA	5	4	2	4	1	1	1	1	2	1	2	2	4	0.1074553587	435.17084536	46800	93600	46800	1	0	700000	50	FALSE	TRUE	1	FALSE	FALSE	0
936513	4	4	1	1	1	1	1968	1	NA	NA	1	7	10	108	110	0	1993	6	NA	1	NA	NA	NA	1	6	NA	NA	1	NA	25	2	NA	NA	1	28	0	1	100	2	NA	NA	1	0	28	68	35	NA	NA	2	1	2	2	2	2	2	NA	2511	10	NA	1	2	600	52	14	3	8	NA	NA	3	4	2	4	1	1	1	2	2	1	2	2	4	0.4070713926	1648.5506561	19000	73000	54000	1	0	200000	26.027397260274	FALSE	TRUE	1	FALSE	FALSE	0
936619	1	1	1	2	1	1	1971	1	NA	NA	3	7	6	110	110	0	2000	3	NA	1	NA	NA	NA	1	6	NA	NA	3	3	19	2	NA	NA	1	21	0	1	100	2	NA	NA	1	0	0	67	48	NA	NA	2	1	2	2	2	2	2	NA	4311	10	29	2	2	NA	49	8	1	8	NA	NA	3	4	2	4	1	1	1	1	1	1	2	2	4	0.8087700585	3275.3429365	0	0	0	1	0	185000	NA	FALSE	TRUE	1	FALSE	FALSE	0
936624	2	2	1	1	1	1	1948	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	15	8	3	2	3	15	2	NA	NA	1	38	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	72	8	1	8	NA	NA	5	6	3	5	1	1	0	0	2	1	2	2	4	0.2983960206	1208.4390219	17550	26000	8450	1	0	120000	67.5	FALSE	TRUE	1	FALSE	FALSE	0
936635	4	4	1	1	1	1	1956	1	NA	NA	1	5	NA	58	60	NA	1975	2	2	1	NA	NA	NA	1	6	NA	NA	7	3	19	2	NA	NA	1	40	1	1	100	2	NA	NA	2	NA	NA	58	75	NA	NA	2	1	2	1	2	2	2	NA	3352	11	58	2	2	NA	64	3	1	8	NA	NA	4	4	2	4	1	1	1	4	4	1	2	2	4	0.2631239522	1065.5948119	32500	65500	33000	1	0	200000	49.618320610687	FALSE	TRUE	1	FALSE	FALSE	0
936638	4	4	1	1	1	2	1961	1	1979	4	1	5	NA	81	100	NA	1979	3	2	1	NA	NA	NA	1	7	NA	NA	4	3	18	2	NA	NA	1	34	0	1	0	2	NA	NA	2	NA	NA	68	65	NA	NA	2	1	2	2	2	2	2	6	1412	9	32	2	2	NA	59	NA	NA	8	NA	NA	4	4	2	4	1	1	1	1	1	1	2	2	4	0.2620442586	1061.2222874	0	0	0	2	0	90000	NA	FALSE	TRUE	1	FALSE	FALSE	0
936649	4	4	1	1	1	1	1957	1	NA	NA	1	5	NA	38	60	NA	1977	2	2	1	NA	NA	NA	1	9	NA	NA	1	NA	24	2	NA	NA	1	22	1	1	100	2	NA	NA	2	NA	NA	64	30	NA	NA	2	1	2	2	2	2	2	NA	4321	8	NA	2	2	NA	63	8	1	8	NA	NA	4	4	2	4	1	1	1	3	3	1	2	1	3	0.4809124222	1947.5907751	0	46000	46000	1	0	500000	0	FALSE	TRUE	1	FALSE	FALSE	0
936651	3	3	1	1	1	1	1964	1	NA	NA	1	7	4	110	110	0	1991	3	NA	1	NA	NA	NA	1	5	NA	NA	1	NA	27	2	NA	NA	1	28	0	1	100	2	NA	NA	1	15	10	67	60	1	75	1	2	2	2	2	2	2	NA	2144	3	NA	2	2	NA	56	9	2	8	NA	NA	4	3	1	2	1	1	1	2	2	1	2	1	3	0.6860164648	2778.2175649	120000	120000	0	1	0	400000	100	FALSE	TRUE	1	FALSE	FALSE	0
936656	5	5	1	1	1	1	1964	1	NA	NA	1	5	NA	48	60	NA	1983	2	1	1	NA	NA	NA	1	6	NA	NA	1	NA	19	2	NA	NA	1	34	1	1	100	2	NA	NA	1	0	0	68	17	NA	NA	2	1	2	2	2	2	2	NA	2411	13	NA	2	2	NA	56	8	1	8	NA	NA	4	4	2	4	1	1	1	3	3	1	2	1	3	0.3696912818	1497.1693323	0	46400	46400	1	0	550000	0	FALSE	TRUE	1	FALSE	FALSE	0
936657	2	2	1	1	1	1	1971	1	NA	NA	2	3	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	1	NA	NA	4	1	16	1	2	NA	1	31	0	1	100	2	NA	NA	2	NA	NA	68	80	3	NA	1	2	2	2	2	2	2	NA	4321	3	28	2	2	NA	49	8	1	8	NA	NA	3	1	1	2	1	1	1	2	2	1	2	1	3	1.2023818904	4869.3852972	24000	35000	11000	1	0	280000	68.5714285714286	FALSE	TRUE	1	FALSE	FALSE	0
